atomic_forensic_id,semantic_claim_id,subclaim_id,manuscript_version,section,location,exact_text,composite_class,numeric_relation_subject,numerator_or_components,denominator_or_total,implied_relation,exact_recomputed_value,display_transform,displayed_value,arithmetic_closure,population_or_universe,population_closure,authority_files,authority_keys_or_rows,authority_coherence,old_vs_qa_status,unit_semantics,reconciliation_relevance,manual_review_required,notes
A046,SOURCE_ROLE_PARTITION,weight,QA,RQ2a,line 499,"7,630 seed-to-seed weight + 131,344 seed-to-expanded weight = 138,974.",TOTAL_WITH_PARTITION,source role weight partition,7630;131344,138974,7630+131344=138974,138974,INTEGER_FORMAT,138974,PASS,current cross-project weight universe,PASS,outputs/reference_quotient_p0_corrected_v3/rq2a_source_role_metrics.csv,seed_to_seed_weight;seed_to_expanded_weight;refq_cross_project_weight,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,AGGREGATED_EDGE_WEIGHT,KEEP_QA_CURRENT_VALUES,NO,Exact current weight partition.
A047,LCC_SCALE,coverage,OLD,RQ2c,line 586,"6,376 / 6,515 = 97.87% LCC node coverage.",RATIO_WITH_COUNTS,LCC coverage,6376,6515,6376/6515,0.9786646201074444,PERCENT_X100_ROUND_2,97.87%,PASS,historical undirected graph and LCC,FAIL,outputs/reference_quotient_p0_frozen/rq2c_undirected_view_summary.json,lcc_nodes;nodes; lcc_coverage,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,NODE_COUNT,OLD_REPLACE_WITH_CURRENT_TOPOLOGY,YES,"LCC edge count is 9,472 and changes in QA."
A048,LCC_SCALE,coverage,QA,RQ2c,line 532,"6,367 / 6,506 = 0.9786351060559484 LCC node coverage.",RATIO_WITH_COUNTS,LCC coverage,6367,6506,6367/6506,0.9786351060559484,EXACT_RATIO,0.9786351060559484,PASS,current undirected graph and LCC,PASS,outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json,lcc_nodes;nodes;lcc_coverage,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,NODE_COUNT,KEEP_QA_CURRENT_VALUES,NO,"Current LCC edges are 9,462, not unchanged 9,472."
A049,LCC_SCALE,edge_collapse,OLD,RQ2c,line 586,"9,605 directed cross-project edges collapse to 9,557 undirected edges.",MULTI_AUTHORITY_COMPOSITE,first-order directed-to-undirected collapse,9605,9557,collapse directed cross-project view to undirected simple view,9557,INTEGER_FORMAT,9557,NOT_APPLICABLE,historical undirected graph,FAIL,outputs/reference_quotient_p0_frozen/rq2c_undirected_view_summary.json,directed_cross_project_edges_full;undirected_edges,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,EDGE_COUNT,OLD_REPLACE_WITH_CURRENT_TOPOLOGY,YES,No arithmetic identity is asserted; this is an operator-defined collapse.
A050,LCC_SCALE,edge_collapse,QA,RQ2c,line 532,"9,595 directed cross-project edges collapse to 9,547 undirected edges.",MULTI_AUTHORITY_COMPOSITE,first-order directed-to-undirected collapse,9595,9547,collapse directed cross-project view to undirected simple view,9547,INTEGER_FORMAT,9547,NOT_APPLICABLE,current undirected graph,PASS,outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json,directed_cross_project_edges_full;undirected_edges,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,EDGE_COUNT,KEEP_QA_CURRENT_VALUES,NO,"Operator-defined collapse, not a sum closure."
A051,UNIT_RECORD_ENTITY_EDGE,record_entity,OLD,methods/results,lines 101;534;586,旧稿的 Reference records、total weight、directed edges 和 undirected edges 未明确 admitted/eligible boundary。,MULTI_AUTHORITY_COMPOSITE,record/entity/edge unit distinction,Reference records;total weight;directed edges;undirected edges,distinct units,record count != entity count != edge count,NOT_APPLICABLE,INTEGER_FORMAT,NOT_APPLICABLE,NOT_APPLICABLE,ambiguous historical unit documentation,UNRESOLVED,outputs/reference_quotient_p0_frozen/membership_audit.json;outputs/reference_quotient_p0_frozen/quotient_construction_audit.json,unique_project_mappable_entities;quotient_eligible_records;edge counts,UNRESOLVED_PROVENANCE,OLD_STALE_QA_CORRECT,RECORD_COUNT;AGGREGATED_EDGE_WEIGHT;EDGE_COUNT,KEEP_CURRENT_SCIENCE_USE_FROZEN_WORDING,YES,No old occurrence of unique_project_mappable_entities is present.
A052,UNIT_RECORD_ENTITY_EDGE,record_entity,QA,methods/results,lines 101;176;487;739,"1,586,047 is quotient-eligible Reference-record count; 1,142,161 is unique project-mappable entities; 9,884/9,547 are edge counts.",MULTI_AUTHORITY_COMPOSITE,record/entity/edge unit distinction,1586047 records;1142161 entities;9884 directed edges;9547 undirected edges,distinct units,record count != entity count != edge count,NOT_APPLICABLE,INTEGER_FORMAT,NOT_APPLICABLE,NOT_APPLICABLE,current membership and quotient contracts,PASS,outputs/reference_quotient_p0_corrected_v3/membership_audit.json;outputs/reference_quotient_p0_corrected_v3/quotient_construction_audit.json;outputs/reference_quotient_p0_corrected_v3/rq2c_undirected_view_summary.json,unique_project_mappable_entities;quotient_eligible_records;edge counts,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,RECORD_COUNT;ENTITY_COUNT;EDGE_COUNT,KEEP_CURRENT_SCIENCE_USE_FROZEN_WORDING,NO,QA wording is explicit and does not conflate units.
A053,AGE_COMPLEMENT_CORRELATION,rho,OLD,RQ1,line 507,self-reference rho=-0.1063；external-reference rho=0.1063；二者互补。,COMPLEMENTARY_SHARES,correlation complement,-0.1063,0.1063,rho_external=-rho_self,0.1063,DECIMAL_EXACT,-0.1063 and 0.1063,PASS,historical 291-project cross-sectional sample,FAIL,outputs/reference_quotient_p0_frozen/rq1_project_age_cross_sectional_association.csv,metric=self_reference_ratio;metric=external_reference_share,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,SPEARMAN_RHO,OLD_REPLACE_WITH_CURRENT_ASSOCIATION,YES,"Complement is sign inversion, not a share sum."
A054,AGE_COMPLEMENT_CORRELATION,rho,QA,RQ1,line 474-479,self-reference rho 与 external-reference share 的相关系数绝对值相同、符号相反。,COMPLEMENTARY_SHARES,correlation complement,-0.11817282564989658,0.11817282564989658,rho_external=-rho_self,0.11817282564989658,DECIMAL_EXACT,-0.11817282564989658 and 0.11817282564989658,PASS,current 291-project cross-sectional sample,PASS,outputs/reference_quotient_p0_corrected_v3/rq1_project_age_cross_sectional_association.csv,metric=self_reference_ratio;metric=external_reference_share,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,SPEARMAN_RHO,KEEP_QA_CURRENT_VALUES,NO,Current association rows close by sign complement.
A055,CATEGORY_COMPLEMENT_SHARES,Document,OLD,RQ3,lines 576-585,Document self-reference median 44.44% + external-reference median 55.56% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,44.44%;55.56%,100%,44.44%+55.56%=100%,100%,ROUND_2_PERCENT,44.44%+55.56%,PASS,historical include_mixed category medians,FAIL,outputs/reference_quotient_p0_frozen/rq3_subdomain_descriptive_comparison.csv,category=Document,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,OLD_REPLACE_WITH_CURRENT_CATEGORY_ROWS,YES,Display complement only.
A056,CATEGORY_COMPLEMENT_SHARES,Document,QA,RQ3,lines 570;576-585,Document self-reference median 44.44% + external-reference median 55.56% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,44.44%;55.56%,100%,44.44%+55.56%=100%,100%,ROUND_2_PERCENT,44.44%+55.56%,PASS,current include_mixed category medians,PASS,outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv,category=Document,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,KEEP_QA_CURRENT_VALUES,NO,Display complement only.
A057,CATEGORY_COMPLEMENT_SHARES,Graph,OLD,RQ3,lines 576-585,Graph self-reference median 39.88% + external-reference median 60.12% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,39.88%;60.12%,100%,39.88%+60.12%=100%,100%,ROUND_2_PERCENT,39.88%+60.12%,PASS,historical include_mixed category medians,FAIL,outputs/reference_quotient_p0_frozen/rq3_subdomain_descriptive_comparison.csv,category=Graph,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,OLD_REPLACE_WITH_CURRENT_CATEGORY_ROWS,YES,Display complement only.
A058,CATEGORY_COMPLEMENT_SHARES,Graph,QA,RQ3,lines 570;576-585,Graph self-reference median 39.88% + external-reference median 60.12% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,39.88%;60.12%,100%,39.88%+60.12%=100%,100%,ROUND_2_PERCENT,39.88%+60.12%,PASS,current include_mixed category medians,PASS,outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv,category=Graph,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,KEEP_QA_CURRENT_VALUES,NO,Display complement only.
A059,CATEGORY_COMPLEMENT_SHARES,Key-value,OLD,RQ3,lines 576-585,Key-value self-reference median 37.50% + external-reference median 62.50% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,37.50%;62.50%,100%,37.50%+62.50%=100%,100%,ROUND_2_PERCENT,37.50%+62.50%,PASS,historical include_mixed category medians,FAIL,outputs/reference_quotient_p0_frozen/rq3_subdomain_descriptive_comparison.csv,category=Key-value,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,OLD_REPLACE_WITH_CURRENT_CATEGORY_ROWS,YES,Display complement only.
A060,CATEGORY_COMPLEMENT_SHARES,Key-value,QA,RQ3,lines 570;576-585,Key-value self-reference median 37.50% + external-reference median 62.50% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,37.50%;62.50%,100%,37.50%+62.50%=100%,100%,ROUND_2_PERCENT,37.50%+62.50%,PASS,current include_mixed category medians,PASS,outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv,category=Key-value,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,KEEP_QA_CURRENT_VALUES,NO,Display complement only.
A061,CATEGORY_COMPLEMENT_SHARES,Object_Oriented,OLD,RQ3,lines 576-585,Object Oriented self-reference median 49.41% + external-reference median 50.59% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,49.41%;50.59%,100%,49.41%+50.59%=100%,100%,ROUND_2_PERCENT,49.41%+50.59%,PASS,historical include_mixed category medians,FAIL,outputs/reference_quotient_p0_frozen/rq3_subdomain_descriptive_comparison.csv,category=Object Oriented,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,OLD_REPLACE_WITH_CURRENT_CATEGORY_ROWS,YES,Display complement only.
A062,CATEGORY_COMPLEMENT_SHARES,Object_Oriented,QA,RQ3,lines 570;576-585,Object Oriented self-reference median 49.41% + external-reference median 50.59% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,49.41%;50.59%,100%,49.41%+50.59%=100%,100%,ROUND_2_PERCENT,49.41%+50.59%,PASS,current include_mixed category medians,PASS,outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv,category=Object Oriented,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,KEEP_QA_CURRENT_VALUES,NO,Display complement only.
A063,CATEGORY_COMPLEMENT_SHARES,RDF,OLD,RQ3,lines 576-585,RDF self-reference median 41.41% + external-reference median 58.59% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,41.41%;58.59%,100%,41.41%+58.59%=100%,100%,ROUND_2_PERCENT,41.41%+58.59%,PASS,historical include_mixed category medians,FAIL,outputs/reference_quotient_p0_frozen/rq3_subdomain_descriptive_comparison.csv,category=RDF,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,OLD_REPLACE_WITH_CURRENT_CATEGORY_ROWS,YES,Display complement only.
A064,CATEGORY_COMPLEMENT_SHARES,RDF,QA,RQ3,lines 570;576-585,RDF self-reference median 41.41% + external-reference median 58.59% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,41.41%;58.59%,100%,41.41%+58.59%=100%,100%,ROUND_2_PERCENT,41.41%+58.59%,PASS,current include_mixed category medians,PASS,outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv,category=RDF,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,KEEP_QA_CURRENT_VALUES,NO,Display complement only.
A065,CATEGORY_COMPLEMENT_SHARES,Relational,OLD,RQ3,lines 576-585,Relational self-reference median 40.42% + external-reference median 59.58% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,40.42%;59.58%,100%,40.42%+59.58%=100%,100%,ROUND_2_PERCENT,40.42%+59.58%,PASS,historical include_mixed category medians,FAIL,outputs/reference_quotient_p0_frozen/rq3_subdomain_descriptive_comparison.csv,category=Relational,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,OLD_REPLACE_WITH_CURRENT_CATEGORY_ROWS,YES,Display complement only.
A066,CATEGORY_COMPLEMENT_SHARES,Relational,QA,RQ3,lines 570;576-585,Relational self-reference median 40.42% + external-reference median 59.58% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,40.42%;59.58%,100%,40.42%+59.58%=100%,100%,ROUND_2_PERCENT,40.42%+59.58%,PASS,current include_mixed category medians,PASS,outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv,category=Relational,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,KEEP_QA_CURRENT_VALUES,NO,Display complement only.
A067,CATEGORY_COMPLEMENT_SHARES,Search_Engine,OLD,RQ3,lines 576-585,Search Engine self-reference median 35.97% + external-reference median 64.03% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,35.97%;64.03%,100%,35.97%+64.03%=100%,100%,ROUND_2_PERCENT,35.97%+64.03%,PASS,historical include_mixed category medians,FAIL,outputs/reference_quotient_p0_frozen/rq3_subdomain_descriptive_comparison.csv,category=Search Engine,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,OLD_REPLACE_WITH_CURRENT_CATEGORY_ROWS,YES,Display complement only.
A068,CATEGORY_COMPLEMENT_SHARES,Search_Engine,QA,RQ3,lines 570;576-585,Search Engine self-reference median 35.97% + external-reference median 64.03% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,35.97%;64.03%,100%,35.97%+64.03%=100%,100%,ROUND_2_PERCENT,35.97%+64.03%,PASS,current include_mixed category medians,PASS,outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv,category=Search Engine,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,KEEP_QA_CURRENT_VALUES,NO,Display complement only.
A069,CATEGORY_COMPLEMENT_SHARES,Time_Series,OLD,RQ3,lines 576-585,Time Series self-reference median 41.02% + external-reference median 58.98% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,41.02%;58.98%,100%,41.02%+58.98%=100%,100%,ROUND_2_PERCENT,41.02%+58.98%,PASS,historical include_mixed category medians,FAIL,outputs/reference_quotient_p0_frozen/rq3_subdomain_descriptive_comparison.csv,category=Time Series,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,OLD_REPLACE_WITH_CURRENT_CATEGORY_ROWS,YES,Display complement only.
A070,CATEGORY_COMPLEMENT_SHARES,Time_Series,QA,RQ3,lines 570;576-585,Time Series self-reference median 41.02% + external-reference median 58.98% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,41.02%;58.98%,100%,41.02%+58.98%=100%,100%,ROUND_2_PERCENT,41.02%+58.98%,PASS,current include_mixed category medians,PASS,outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv,category=Time Series,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,KEEP_QA_CURRENT_VALUES,NO,Display complement only.
A071,CATEGORY_COMPLEMENT_SHARES,Vector,OLD,RQ3,lines 576-585,Vector self-reference median 45.22% + external-reference median 54.78% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,45.22%;54.78%,100%,45.22%+54.78%=100%,100%,ROUND_2_PERCENT,45.22%+54.78%,PASS,historical include_mixed category medians,FAIL,outputs/reference_quotient_p0_frozen/rq3_subdomain_descriptive_comparison.csv,category=Vector,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,OLD_REPLACE_WITH_CURRENT_CATEGORY_ROWS,YES,Display complement only.
A072,CATEGORY_COMPLEMENT_SHARES,Vector,QA,RQ3,lines 570;576-585,Vector self-reference median 45.22% + external-reference median 54.78% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,45.22%;54.78%,100%,45.22%+54.78%=100%,100%,ROUND_2_PERCENT,45.22%+54.78%,PASS,current include_mixed category medians,PASS,outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv,category=Vector,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,KEEP_QA_CURRENT_VALUES,NO,Display complement only.
A073,CATEGORY_COMPLEMENT_SHARES,Wide_column,OLD,RQ3,lines 576-585,Wide column self-reference median 42.58% + external-reference median 57.42% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,42.58%;57.42%,100%,42.58%+57.42%=100%,100%,ROUND_2_PERCENT,42.58%+57.42%,PASS,historical include_mixed category medians,FAIL,outputs/reference_quotient_p0_frozen/rq3_subdomain_descriptive_comparison.csv,category=Wide column,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,OLD_REPLACE_WITH_CURRENT_CATEGORY_ROWS,YES,Display complement only.
A074,CATEGORY_COMPLEMENT_SHARES,Wide_column,QA,RQ3,lines 570;576-585,Wide column self-reference median 42.58% + external-reference median 57.42% = 100% at display precision.,COMPLEMENTARY_SHARES,category share complement,42.58%;57.42%,100%,42.58%+57.42%=100%,100%,ROUND_2_PERCENT,42.58%+57.42%,PASS,current include_mixed category medians,PASS,outputs/reference_quotient_p0_corrected_v3/rq3_subdomain_descriptive_comparison.csv,category=Wide column,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,PERCENTAGE_MEDIAN,KEEP_QA_CURRENT_VALUES,NO,Display complement only.
A075,APPENDIX_FLOW,admission,OLD,appendix,line 783,"3,748,078 historical records precede 1,586,117 quotient-eligible records.",PIPELINE_FLOW,appendix historical flow,3748078,1586117,historical effective-to-eligible relation is not current flow,1586117,INTEGER_FORMAT,1586117,NOT_APPLICABLE,historical appendix authority,FAIL,outputs/reference_quotient_p0_frozen/quotient_construction_audit.json,historical retained_reference_records;historical quotient_eligible_records,HISTORICAL_ONLY,OLD_STALE_QA_CORRECT,Reference record count;AGGREGATED_EDGE_WEIGHT,OLD_REPLACE_WITH_CURRENT_APPENDIX,YES,Old appendix omits source-admission stage; no equality is asserted.
A076,APPENDIX_FLOW,admission,QA,appendix,line 739,"3,748,078 scanned, 3,747,958 admitted, 120 out-of-seed, and 1,586,047 quotient-eligible records.",PIPELINE_FLOW,appendix source-admission flow,3748078;120;1586047,3747958,3748078-120=3747958; eligible=1586047,3747958,INTEGER_FORMAT,3747958,PASS,current S1 and P0-v3 appendix universe,PASS,supplemental/reference_quotient_v2/outputs_p0v3/S1_evidence_universe/evidence_universe_flow.csv;outputs/reference_quotient_p0_corrected_v3/quotient_construction_audit.json,flow stages;quotient_eligible_records,MULTIPLE_FROZEN_AUTHORITIES_SAME_UNIVERSE,OLD_STALE_QA_CORRECT,Reference record count;AGGREGATED_EDGE_WEIGHT,KEEP_CURRENT_SCIENCE_USE_FROZEN_WORDING,NO,Exact current appendix flow.
A077,EVENT_DISTRIBUTION,current_other,QA,RQ1,lines 389-398,"Current event Other = 260,866 (sum of non-top-four frozen event rows).",DISPLAY_AGGREGATION,event current long-tail aggregation,96690;72597;52761;38818,260866,96690+72597+52761+38818=260866,260866,INTEGER_FORMAT,260866,PASS,current admitted event distribution,PASS,outputs/reference_quotient_p0_corrected_v3/rq1_event_type_distribution.csv,event_type=ReleaseEvent;PullRequestReviewEvent;PullRequestReviewCommentEvent;CommitCommentEvent,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,Reference record distribution,RESTORE_OLD_COMPACT_SCHEMA_CORRECTED_VALUES,NO,Display-only current compact value; full rows remain authoritative.
A078,TARGET_DISTRIBUTION,current_other,QA,RQ1,lines 408-428,"Current target Other = 434,337 (sum of non-top-five frozen target rows).",DISPLAY_AGGREGATION,target current long-tail aggregation,193391;74468;62641;32788;24102;13355;13126;8076;5779;3775;1950;581;300;5,434337,sum(current non-top-five target rows)=434337,434337,INTEGER_FORMAT,434337,PASS,current admitted target distribution,PASS,outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv,all non-top-five entity_type rows,SINGLE_FROZEN_AUTHORITY,OLD_STALE_QA_CORRECT,Reference record distribution,RESTORE_OLD_COMPACT_SCHEMA_CORRECTED_VALUES,NO,Display-only current compact value; full rows remain authoritative.
