k,seed,top_k,project_id,frequency
250,20260743,50,198683574,1
250,20260743,50,19961085,1
250,20260743,50,20300177,1
250,20260743,50,208728772,1
250,20260743,50,23096959,1
250,20260743,50,23357588,1
250,20260743,50,268163609,1
250,20260743,50,302827809,1
250,20260743,50,30449481,1
250,20260743,50,334274271,1
250,20260743,50,341631350,1
250,20260743,50,351806852,1
250,20260743,50,357707809,1
250,20260743,50,358917318,1
250,20260743,50,3786237,1
250,20260743,50,388946490,1
250,20260743,50,41986369,1
250,20260743,50,422821402,1
250,20260743,50,453068084,1
250,20260743,50,480217156,1
250,20260743,50,49412556,1
250,20260743,50,496817075,1
250,20260743,50,49876476,1
250,20260743,50,507775,1
250,20260743,50,51905353,1
250,20260743,50,52855516,1
250,20260743,50,546206616,1
250,20260743,50,60246359,1
250,20260743,50,619008516,1
250,20260743,50,6358188,1
250,20260743,50,660776503,1
250,20260743,50,6838921,1
250,20260743,50,6934395,1
250,20260743,50,75425073,1
250,20260743,50,77385607,1
250,20260743,50,927442,1
250,20260743,50,9342529,1
250,20260744,10,11225014,1
250,20260744,10,138754790,1
250,20260744,10,16563587,1
250,20260744,10,166515022,1
250,20260744,10,17165658,1
250,20260744,10,197814629,1
250,20260744,10,334274271,1
250,20260744,10,358917318,1
250,20260744,10,453068084,1
250,20260744,10,60246359,1
250,20260744,20,11225014,1
250,20260744,20,138754790,1
250,20260744,20,150954997,1
250,20260744,20,156018,1
250,20260744,20,16563587,1
250,20260744,20,166515022,1
250,20260744,20,17165658,1
250,20260744,20,190416463,1
250,20260744,20,197814629,1
250,20260744,20,268163609,1
250,20260744,20,334274271,1
250,20260744,20,358917318,1
250,20260744,20,385634291,1
250,20260744,20,388946490,1
250,20260744,20,41986369,1
250,20260744,20,453068084,1
250,20260744,20,507775,1
250,20260744,20,60246359,1
250,20260744,20,6838921,1
250,20260744,20,6934395,1
250,20260744,50,105944401,1
250,20260744,50,11225014,1
250,20260744,50,114619105,1
250,20260744,50,130688011,1
250,20260744,50,13124802,1
250,20260744,50,138754790,1
250,20260744,50,150954997,1
250,20260744,50,156018,1
250,20260744,50,16563587,1
250,20260744,50,166515022,1
250,20260744,50,17165658,1
250,20260744,50,190416463,1
250,20260744,50,197814629,1
250,20260744,50,19961085,1
250,20260744,50,20300177,1
250,20260744,50,20587599,1
250,20260744,50,208728772,1
250,20260744,50,23096959,1
250,20260744,50,23357588,1
250,20260744,50,268163609,1
250,20260744,50,302827809,1
250,20260744,50,30449481,1
250,20260744,50,334274271,1
250,20260744,50,341631350,1
250,20260744,50,34533675,1
250,20260744,50,351806852,1
250,20260744,50,358917318,1
250,20260744,50,385634291,1
250,20260744,50,388946490,1
250,20260744,50,41986369,1
250,20260744,50,422821402,1
250,20260744,50,453068084,1
250,20260744,50,480217156,1
250,20260744,50,49876476,1
250,20260744,50,507775,1
250,20260744,50,51905353,1
250,20260744,50,52855516,1
250,20260744,50,5349565,1
250,20260744,50,546206616,1
250,20260744,50,60246359,1
250,20260744,50,619008516,1
250,20260744,50,6358188,1
250,20260744,50,6838921,1
250,20260744,50,6934395,1
250,20260744,50,7437073,1
250,20260744,50,75425073,1
250,20260744,50,911980,1
250,20260744,50,927442,1
250,20260744,50,9342529,1
250,20260744,50,95614931,1
250,20260745,10,11225014,1
250,20260745,10,138754790,1
250,20260745,10,16563587,1
250,20260745,10,17165658,1
250,20260745,10,334274271,1
250,20260745,10,358917318,1
250,20260745,10,453068084,1
250,20260745,10,507775,1
250,20260745,10,60246359,1
250,20260745,10,6838921,1
250,20260745,20,11225014,1
250,20260745,20,138754790,1
250,20260745,20,156018,1
250,20260745,20,16563587,1
250,20260745,20,166515022,1
250,20260745,20,17165658,1
250,20260745,20,197814629,1
250,20260745,20,208728772,1
250,20260745,20,268163609,1
250,20260745,20,302827809,1
250,20260745,20,334274271,1
250,20260745,20,341631350,1
250,20260745,20,351806852,1
250,20260745,20,358917318,1
250,20260745,20,453068084,1
250,20260745,20,480217156,1
250,20260745,20,507775,1
250,20260745,20,60246359,1
250,20260745,20,6838921,1
250,20260745,20,6934395,1
250,20260745,50,105944401,1
250,20260745,50,11008207,1
250,20260745,50,11225014,1
250,20260745,50,114619105,1
250,20260745,50,11695619,1
250,20260745,50,130688011,1
250,20260745,50,138754790,1
250,20260745,50,150954997,1
250,20260745,50,156018,1
250,20260745,50,16563587,1
250,20260745,50,166515022,1
250,20260745,50,17165658,1
250,20260745,50,190416463,1
250,20260745,50,197814629,1
250,20260745,50,198683574,1
250,20260745,50,19961085,1
250,20260745,50,20300177,1
250,20260745,50,20587599,1
250,20260745,50,208728772,1
250,20260745,50,23096959,1
250,20260745,50,23357588,1
250,20260745,50,268163609,1
250,20260745,50,302827809,1
250,20260745,50,30449481,1
250,20260745,50,334274271,1
250,20260745,50,341631350,1
250,20260745,50,351806852,1
250,20260745,50,358917318,1
250,20260745,50,3786237,1
250,20260745,50,385634291,1
250,20260745,50,388946490,1
250,20260745,50,41986369,1
250,20260745,50,422821402,1
250,20260745,50,453068084,1
250,20260745,50,480217156,1
250,20260745,50,49412556,1
250,20260745,50,49876476,1
250,20260745,50,507775,1
250,20260745,50,51905353,1
250,20260745,50,52855516,1
250,20260745,50,546206616,1
250,20260745,50,60246359,1
250,20260745,50,619008516,1
250,20260745,50,6838921,1
250,20260745,50,6934395,1
250,20260745,50,75425073,1
250,20260745,50,79317191,1
250,20260745,50,911980,1
250,20260745,50,927442,1
250,20260745,50,9342529,1
250,20260746,10,11225014,1
250,20260746,10,138754790,1
250,20260746,10,16563587,1
250,20260746,10,17165658,1
250,20260746,10,268163609,1
250,20260746,10,334274271,1
250,20260746,10,453068084,1
250,20260746,10,507775,1
250,20260746,10,60246359,1
250,20260746,10,6838921,1
250,20260746,20,11225014,1
250,20260746,20,114619105,1
250,20260746,20,138754790,1
250,20260746,20,156018,1
250,20260746,20,16563587,1
250,20260746,20,166515022,1
250,20260746,20,17165658,1
250,20260746,20,197814629,1
250,20260746,20,208728772,1
250,20260746,20,268163609,1
250,20260746,20,302827809,1
250,20260746,20,334274271,1
250,20260746,20,358917318,1
250,20260746,20,388946490,1
250,20260746,20,41986369,1
250,20260746,20,453068084,1
250,20260746,20,507775,1
250,20260746,20,60246359,1
250,20260746,20,6838921,1
250,20260746,20,6934395,1
250,20260746,50,105944401,1
250,20260746,50,11008207,1
250,20260746,50,11225014,1
250,20260746,50,114619105,1
250,20260746,50,11695619,1
250,20260746,50,130688011,1
250,20260746,50,138754790,1
250,20260746,50,150954997,1
250,20260746,50,156018,1
250,20260746,50,16563587,1
250,20260746,50,166515022,1
250,20260746,50,17165658,1
250,20260746,50,190416463,1
250,20260746,50,197814629,1
250,20260746,50,19961085,1
250,20260746,50,20587599,1
250,20260746,50,206417,1
250,20260746,50,208728772,1
250,20260746,50,23096959,1
250,20260746,50,23357588,1
250,20260746,50,268163609,1
250,20260746,50,302827809,1
250,20260746,50,334274271,1
250,20260746,50,33745913,1
250,20260746,50,351806852,1
250,20260746,50,357707809,1
250,20260746,50,358917318,1
250,20260746,50,3786237,1
250,20260746,50,385634291,1
250,20260746,50,388946490,1
250,20260746,50,41986369,1
250,20260746,50,453068084,1
250,20260746,50,480217156,1
250,20260746,50,48833910,1
250,20260746,50,49876476,1
250,20260746,50,507775,1
250,20260746,50,510607652,1
250,20260746,50,51905353,1
250,20260746,50,52855516,1
250,20260746,50,546206616,1
250,20260746,50,60246359,1
250,20260746,50,619008516,1
250,20260746,50,6358188,1
250,20260746,50,660776503,1
250,20260746,50,6838921,1
250,20260746,50,6934395,1
250,20260746,50,7437073,1
250,20260746,50,75425073,1
250,20260746,50,911980,1
250,20260746,50,927442,1
250,20260747,10,138754790,1
250,20260747,10,16563587,1
250,20260747,10,166515022,1
250,20260747,10,17165658,1
250,20260747,10,197814629,1
250,20260747,10,334274271,1
250,20260747,10,358917318,1
250,20260747,10,453068084,1
250,20260747,10,507775,1
250,20260747,10,60246359,1
250,20260747,20,11225014,1
250,20260747,20,114619105,1
250,20260747,20,138754790,1
250,20260747,20,156018,1
250,20260747,20,16563587,1
250,20260747,20,166515022,1
250,20260747,20,17165658,1
250,20260747,20,190416463,1
250,20260747,20,197814629,1
250,20260747,20,208728772,1
250,20260747,20,268163609,1
250,20260747,20,302827809,1
250,20260747,20,334274271,1
250,20260747,20,358917318,1
250,20260747,20,388946490,1
250,20260747,20,453068084,1
250,20260747,20,507775,1
250,20260747,20,60246359,1
250,20260747,20,6838921,1
250,20260747,20,6934395,1
250,20260747,50,105944401,1
250,20260747,50,11008207,1
250,20260747,50,11225014,1
250,20260747,50,114619105,1
250,20260747,50,11695619,1
250,20260747,50,130688011,1
250,20260747,50,138754790,1
250,20260747,50,150954997,1
250,20260747,50,156018,1
250,20260747,50,16563587,1
250,20260747,50,166515022,1
250,20260747,50,17165658,1
250,20260747,50,190416463,1
250,20260747,50,197814629,1
250,20260747,50,19961085,1
250,20260747,50,20300177,1
250,20260747,50,208728772,1
250,20260747,50,23096959,1
250,20260747,50,23357588,1
250,20260747,50,268163609,1
250,20260747,50,302827809,1
250,20260747,50,30449481,1
250,20260747,50,334274271,1
250,20260747,50,341631350,1
250,20260747,50,351806852,1
250,20260747,50,358917318,1
250,20260747,50,3786237,1
250,20260747,50,385634291,1
250,20260747,50,388946490,1
250,20260747,50,41986369,1
250,20260747,50,453068084,1
250,20260747,50,480217156,1
250,20260747,50,496817075,1
250,20260747,50,49876476,1
250,20260747,50,507775,1
250,20260747,50,51905353,1
250,20260747,50,52855516,1
250,20260747,50,60246359,1
250,20260747,50,619008516,1
250,20260747,50,6358188,1
250,20260747,50,660776503,1
250,20260747,50,6838921,1
250,20260747,50,6934395,1
250,20260747,50,7437073,1
250,20260747,50,75425073,1
250,20260747,50,79317191,1
250,20260747,50,911980,1
250,20260747,50,927442,1
250,20260747,50,95614931,1
250,20260747,50,99919302,1
250,20260748,10,11225014,1
250,20260748,10,138754790,1
250,20260748,10,16563587,1
250,20260748,10,166515022,1
250,20260748,10,17165658,1
250,20260748,10,334274271,1
250,20260748,10,358917318,1
250,20260748,10,453068084,1
250,20260748,10,507775,1
250,20260748,10,60246359,1
250,20260748,20,11008207,1
250,20260748,20,11225014,1
250,20260748,20,130688011,1
250,20260748,20,138754790,1
250,20260748,20,156018,1
250,20260748,20,16563587,1
250,20260748,20,166515022,1
250,20260748,20,17165658,1
250,20260748,20,197814629,1
250,20260748,20,268163609,1
250,20260748,20,334274271,1
250,20260748,20,358917318,1
250,20260748,20,388946490,1
250,20260748,20,41986369,1
250,20260748,20,453068084,1
250,20260748,20,49876476,1
250,20260748,20,507775,1
250,20260748,20,60246359,1
250,20260748,20,6838921,1
250,20260748,20,6934395,1
250,20260748,50,105944401,1
250,20260748,50,11008207,1
250,20260748,50,11225014,1
250,20260748,50,11695619,1
250,20260748,50,130688011,1
250,20260748,50,138754790,1
250,20260748,50,150954997,1
250,20260748,50,156018,1
250,20260748,50,16563587,1
250,20260748,50,166515022,1
250,20260748,50,17165658,1
250,20260748,50,190416463,1
250,20260748,50,197814629,1
250,20260748,50,19961085,1
250,20260748,50,20300177,1
250,20260748,50,208728772,1
250,20260748,50,23096959,1
250,20260748,50,23357588,1
250,20260748,50,268163609,1
250,20260748,50,302827809,1
250,20260748,50,30449481,1
250,20260748,50,334274271,1
250,20260748,50,341631350,1
250,20260748,50,351806852,1
250,20260748,50,358917318,1
250,20260748,50,3786237,1
250,20260748,50,388946490,1
250,20260748,50,396856161,1
250,20260748,50,41986369,1
250,20260748,50,453068084,1
250,20260748,50,480217156,1
250,20260748,50,49876476,1
250,20260748,50,507775,1
250,20260748,50,51905353,1
250,20260748,50,52855516,1
250,20260748,50,5349565,1
250,20260748,50,546206616,1
250,20260748,50,60246359,1
250,20260748,50,619008516,1
250,20260748,50,6358188,1
250,20260748,50,6838921,1
250,20260748,50,6934395,1
250,20260748,50,724712,1
250,20260748,50,7437073,1
250,20260748,50,75425073,1
250,20260748,50,77385607,1
250,20260748,50,911980,1
250,20260748,50,927442,1
250,20260748,50,9342529,1
250,20260748,50,99919302,1
250,20260749,10,11225014,1
250,20260749,10,138754790,1
250,20260749,10,16563587,1
250,20260749,10,17165658,1
250,20260749,10,334274271,1
250,20260749,10,358917318,1
250,20260749,10,453068084,1
250,20260749,10,507775,1
250,20260749,10,60246359,1
250,20260749,10,6838921,1
250,20260749,20,11225014,1
250,20260749,20,138754790,1
250,20260749,20,16563587,1
250,20260749,20,166515022,1
250,20260749,20,17165658,1
250,20260749,20,190416463,1
250,20260749,20,197814629,1
250,20260749,20,19961085,1
250,20260749,20,208728772,1
250,20260749,20,268163609,1
250,20260749,20,334274271,1
250,20260749,20,358917318,1
250,20260749,20,385634291,1
250,20260749,20,388946490,1
250,20260749,20,453068084,1
250,20260749,20,480217156,1
250,20260749,20,507775,1
250,20260749,20,60246359,1
250,20260749,20,6838921,1
250,20260749,20,6934395,1
250,20260749,50,105944401,1
250,20260749,50,11008207,1
250,20260749,50,11225014,1
250,20260749,50,114619105,1
250,20260749,50,11695619,1
250,20260749,50,130688011,1
250,20260749,50,138754790,1
250,20260749,50,150954997,1
250,20260749,50,156018,1
250,20260749,50,16563587,1
250,20260749,50,166515022,1
250,20260749,50,17165658,1
250,20260749,50,190416463,1
250,20260749,50,197814629,1
250,20260749,50,19961085,1
250,20260749,50,20300177,1
250,20260749,50,20587599,1
250,20260749,50,208728772,1
250,20260749,50,23096959,1
250,20260749,50,23357588,1
250,20260749,50,268163609,1
250,20260749,50,302827809,1
250,20260749,50,30449481,1
250,20260749,50,334274271,1
250,20260749,50,339993112,1
250,20260749,50,341631350,1
250,20260749,50,351806852,1
250,20260749,50,358917318,1
250,20260749,50,3786237,1
250,20260749,50,385634291,1
250,20260749,50,388946490,1
250,20260749,50,396856161,1
250,20260749,50,41986369,1
250,20260749,50,422821402,1
250,20260749,50,453068084,1
250,20260749,50,480217156,1
250,20260749,50,49876476,1
250,20260749,50,507775,1
250,20260749,50,51905353,1
250,20260749,50,52855516,1
250,20260749,50,60246359,1
250,20260749,50,619008516,1
250,20260749,50,6838921,1
250,20260749,50,6934395,1
250,20260749,50,75425073,1
250,20260749,50,7691631,1
250,20260749,50,77385607,1
250,20260749,50,911980,1
250,20260749,50,927442,1
250,20260749,50,95614931,1
250,20260750,10,11225014,1
250,20260750,10,138754790,1
250,20260750,10,156018,1
250,20260750,10,16563587,1
250,20260750,10,166515022,1
250,20260750,10,17165658,1
250,20260750,10,334274271,1
250,20260750,10,453068084,1
250,20260750,10,507775,1
250,20260750,10,60246359,1
250,20260750,20,11225014,1
250,20260750,20,138754790,1
250,20260750,20,156018,1
250,20260750,20,16563587,1
250,20260750,20,166515022,1
250,20260750,20,17165658,1
250,20260750,20,190416463,1
250,20260750,20,197814629,1
250,20260750,20,268163609,1
250,20260750,20,334274271,1
250,20260750,20,351806852,1
250,20260750,20,358917318,1
250,20260750,20,388946490,1
250,20260750,20,41986369,1
250,20260750,20,453068084,1
250,20260750,20,49876476,1
250,20260750,20,507775,1
250,20260750,20,60246359,1
250,20260750,20,619008516,1
250,20260750,20,6838921,1
250,20260750,50,105944401,1
250,20260750,50,11008207,1
250,20260750,50,11225014,1
250,20260750,50,114619105,1
250,20260750,50,130688011,1
250,20260750,50,138754790,1
250,20260750,50,150954997,1
250,20260750,50,156018,1
250,20260750,50,16563587,1
250,20260750,50,166515022,1
250,20260750,50,17165658,1
250,20260750,50,190416463,1
250,20260750,50,197814629,1
250,20260750,50,19961085,1
250,20260750,50,20300177,1
250,20260750,50,20587599,1
250,20260750,50,208728772,1
250,20260750,50,23096959,1
250,20260750,50,23357588,1
250,20260750,50,2524488,1
250,20260750,50,268163609,1
250,20260750,50,302827809,1
250,20260750,50,334274271,1
250,20260750,50,33745913,1
250,20260750,50,341631350,1
250,20260750,50,351806852,1
250,20260750,50,358917318,1
250,20260750,50,3786237,1
250,20260750,50,388946490,1
250,20260750,50,41986369,1
250,20260750,50,422821402,1
250,20260750,50,44781140,1
250,20260750,50,453068084,1
250,20260750,50,49876476,1
250,20260750,50,507775,1
250,20260750,50,51905353,1
250,20260750,50,52855516,1
250,20260750,50,542714,1
250,20260750,50,546206616,1
250,20260750,50,60246359,1
250,20260750,50,619008516,1
250,20260750,50,6358188,1
250,20260750,50,660776503,1
250,20260750,50,6838921,1
250,20260750,50,6934395,1
250,20260750,50,75425073,1
250,20260750,50,79317191,1
250,20260750,50,911980,1
250,20260750,50,927442,1
250,20260750,50,95614931,1
500,20260731,10,11225014,1
500,20260731,10,138754790,1
500,20260731,10,16563587,1
500,20260731,10,166515022,1
500,20260731,10,17165658,1
500,20260731,10,197814629,1
500,20260731,10,334274271,1
500,20260731,10,358917318,1
500,20260731,10,453068084,1
500,20260731,10,60246359,1
500,20260731,20,11225014,1
500,20260731,20,138754790,1
500,20260731,20,156018,1
500,20260731,20,16563587,1
500,20260731,20,166515022,1
500,20260731,20,17165658,1
500,20260731,20,190416463,1
500,20260731,20,197814629,1
500,20260731,20,268163609,1
500,20260731,20,302827809,1
500,20260731,20,334274271,1
500,20260731,20,351806852,1
500,20260731,20,358917318,1
500,20260731,20,388946490,1
500,20260731,20,41986369,1
500,20260731,20,453068084,1
500,20260731,20,507775,1
500,20260731,20,60246359,1
500,20260731,20,6838921,1
500,20260731,20,6934395,1
500,20260731,50,105944401,1
500,20260731,50,11008207,1
500,20260731,50,11225014,1
500,20260731,50,114619105,1
500,20260731,50,11695619,1
500,20260731,50,130688011,1
500,20260731,50,138754790,1
500,20260731,50,150954997,1
500,20260731,50,156018,1
500,20260731,50,16563587,1
500,20260731,50,166515022,1
500,20260731,50,17165658,1
500,20260731,50,190416463,1
500,20260731,50,197814629,1
500,20260731,50,19961085,1
500,20260731,50,20300177,1
500,20260731,50,20587599,1
500,20260731,50,208728772,1
500,20260731,50,23096959,1
500,20260731,50,23357588,1
500,20260731,50,268163609,1
500,20260731,50,302827809,1
500,20260731,50,30449481,1
500,20260731,50,334274271,1
500,20260731,50,351806852,1
500,20260731,50,358917318,1
500,20260731,50,3786237,1
500,20260731,50,385634291,1
500,20260731,50,388946490,1
500,20260731,50,41986369,1
500,20260731,50,422821402,1
500,20260731,50,453068084,1
500,20260731,50,480217156,1
500,20260731,50,49876476,1
500,20260731,50,507775,1
500,20260731,50,51905353,1
500,20260731,50,52855516,1
500,20260731,50,5349565,1
500,20260731,50,546206616,1
500,20260731,50,60246359,1
500,20260731,50,619008516,1
500,20260731,50,6358188,1
500,20260731,50,6838921,1
500,20260731,50,6934395,1
500,20260731,50,724712,1
500,20260731,50,7437073,1
500,20260731,50,75425073,1
500,20260731,50,911980,1
500,20260731,50,927442,1
500,20260731,50,9342529,1
500,20260732,10,11225014,1
500,20260732,10,138754790,1
500,20260732,10,16563587,1
500,20260732,10,166515022,1
500,20260732,10,17165658,1
500,20260732,10,334274271,1
500,20260732,10,358917318,1
500,20260732,10,453068084,1
500,20260732,10,60246359,1
500,20260732,10,6838921,1
500,20260732,20,11225014,1
500,20260732,20,130688011,1
500,20260732,20,138754790,1
500,20260732,20,156018,1
500,20260732,20,16563587,1
500,20260732,20,166515022,1
500,20260732,20,17165658,1
500,20260732,20,190416463,1
500,20260732,20,197814629,1
500,20260732,20,268163609,1
500,20260732,20,334274271,1
500,20260732,20,358917318,1
500,20260732,20,388946490,1
500,20260732,20,41986369,1
500,20260732,20,453068084,1
500,20260732,20,480217156,1
500,20260732,20,507775,1
500,20260732,20,60246359,1
500,20260732,20,6838921,1
500,20260732,20,6934395,1
500,20260732,50,105944401,1
500,20260732,50,11008207,1
500,20260732,50,11225014,1
500,20260732,50,114619105,1
500,20260732,50,11695619,1
500,20260732,50,125824259,1
500,20260732,50,130688011,1
500,20260732,50,138754790,1
500,20260732,50,150954997,1
500,20260732,50,156018,1
500,20260732,50,16563587,1
500,20260732,50,166515022,1
500,20260732,50,17165658,1
500,20260732,50,190416463,1
500,20260732,50,197814629,1
500,20260732,50,19961085,1
500,20260732,50,20300177,1
500,20260732,50,206417,1
500,20260732,50,208728772,1
500,20260732,50,23096959,1
500,20260732,50,23357588,1
500,20260732,50,268163609,1
500,20260732,50,302827809,1
500,20260732,50,334274271,1
500,20260732,50,341631350,1
500,20260732,50,34533675,1
500,20260732,50,351806852,1
500,20260732,50,357707809,1
500,20260732,50,358917318,1
500,20260732,50,3786237,1
500,20260732,50,388946490,1
500,20260732,50,41986369,1
500,20260732,50,422821402,1
500,20260732,50,453068084,1
500,20260732,50,480217156,1
500,20260732,50,49876476,1
500,20260732,50,507775,1
500,20260732,50,51905353,1
500,20260732,50,52855516,1
500,20260732,50,546206616,1
500,20260732,50,60246359,1
500,20260732,50,619008516,1
500,20260732,50,6358188,1
500,20260732,50,660776503,1
500,20260732,50,6838921,1
500,20260732,50,6934395,1
500,20260732,50,75425073,1
500,20260732,50,911980,1
500,20260732,50,927442,1
500,20260732,50,95817032,1
500,20260733,10,11225014,1
500,20260733,10,138754790,1
500,20260733,10,16563587,1
500,20260733,10,166515022,1
500,20260733,10,17165658,1
500,20260733,10,334274271,1
500,20260733,10,453068084,1
500,20260733,10,507775,1
500,20260733,10,60246359,1
500,20260733,10,6838921,1
500,20260733,20,11225014,1
500,20260733,20,138754790,1
500,20260733,20,156018,1
500,20260733,20,16563587,1
500,20260733,20,166515022,1
500,20260733,20,17165658,1
500,20260733,20,190416463,1
500,20260733,20,197814629,1
500,20260733,20,268163609,1
500,20260733,20,302827809,1
500,20260733,20,334274271,1
500,20260733,20,358917318,1
500,20260733,20,41986369,1
500,20260733,20,453068084,1
500,20260733,20,480217156,1
500,20260733,20,507775,1
500,20260733,20,60246359,1
500,20260733,20,619008516,1
500,20260733,20,6838921,1
500,20260733,20,6934395,1
500,20260733,50,105944401,1
500,20260733,50,11225014,1
500,20260733,50,114619105,1
500,20260733,50,11695619,1
500,20260733,50,130688011,1
500,20260733,50,138754790,1
500,20260733,50,150954997,1
500,20260733,50,156018,1
500,20260733,50,16563587,1
500,20260733,50,166515022,1
500,20260733,50,17165658,1
500,20260733,50,190416463,1
500,20260733,50,197814629,1
500,20260733,50,198683574,1
500,20260733,50,19961085,1
500,20260733,50,20300177,1
500,20260733,50,208728772,1
500,20260733,50,23096959,1
500,20260733,50,23357588,1
500,20260733,50,268163609,1
500,20260733,50,302827809,1
500,20260733,50,30449481,1
500,20260733,50,334274271,1
500,20260733,50,341631350,1
500,20260733,50,351806852,1
500,20260733,50,358917318,1
500,20260733,50,3786237,1
500,20260733,50,385634291,1
500,20260733,50,388946490,1
500,20260733,50,41986369,1
500,20260733,50,422821402,1
500,20260733,50,453068084,1
500,20260733,50,480217156,1
500,20260733,50,48833910,1
500,20260733,50,49876476,1
500,20260733,50,507775,1
500,20260733,50,51905353,1
500,20260733,50,52855516,1
500,20260733,50,546206616,1
500,20260733,50,60246359,1
500,20260733,50,619008516,1
500,20260733,50,6358188,1
500,20260733,50,660776503,1
500,20260733,50,6838921,1
500,20260733,50,6934395,1
500,20260733,50,75425073,1
500,20260733,50,911980,1
500,20260733,50,927442,1
500,20260733,50,9342529,1
500,20260733,50,99919302,1
500,20260734,10,11225014,1
500,20260734,10,138754790,1
500,20260734,10,16563587,1
500,20260734,10,166515022,1
500,20260734,10,17165658,1
500,20260734,10,197814629,1
500,20260734,10,334274271,1
500,20260734,10,358917318,1
500,20260734,10,453068084,1
500,20260734,10,60246359,1
500,20260734,20,11225014,1
500,20260734,20,138754790,1
500,20260734,20,156018,1
500,20260734,20,16563587,1
500,20260734,20,166515022,1
500,20260734,20,17165658,1
500,20260734,20,190416463,1
500,20260734,20,197814629,1
500,20260734,20,268163609,1
500,20260734,20,302827809,1
500,20260734,20,334274271,1
500,20260734,20,358917318,1
500,20260734,20,388946490,1
500,20260734,20,41986369,1
500,20260734,20,453068084,1
500,20260734,20,507775,1
500,20260734,20,60246359,1
500,20260734,20,619008516,1
500,20260734,20,6838921,1
500,20260734,20,6934395,1
500,20260734,50,105944401,1
500,20260734,50,11008207,1
500,20260734,50,11225014,1
500,20260734,50,114619105,1
500,20260734,50,11695619,1
500,20260734,50,130688011,1
500,20260734,50,138754790,1
500,20260734,50,150954997,1
500,20260734,50,156018,1
500,20260734,50,16563587,1
500,20260734,50,166515022,1
500,20260734,50,17165658,1
500,20260734,50,190416463,1
500,20260734,50,197814629,1
500,20260734,50,19961085,1
500,20260734,50,20300177,1
500,20260734,50,208728772,1
500,20260734,50,23096959,1
500,20260734,50,23357588,1
500,20260734,50,268163609,1
500,20260734,50,302827809,1
500,20260734,50,30449481,1
500,20260734,50,334274271,1
500,20260734,50,341631350,1
500,20260734,50,351806852,1
500,20260734,50,357707809,1
500,20260734,50,358917318,1
500,20260734,50,3786237,1
500,20260734,50,385634291,1
500,20260734,50,388946490,1
500,20260734,50,41986369,1
500,20260734,50,422821402,1
500,20260734,50,453068084,1
500,20260734,50,480217156,1
500,20260734,50,49876476,1
500,20260734,50,507775,1
500,20260734,50,51905353,1
500,20260734,50,52855516,1
500,20260734,50,5349565,1
500,20260734,50,546206616,1
500,20260734,50,60246359,1
500,20260734,50,619008516,1
500,20260734,50,6358188,1
500,20260734,50,660776503,1
500,20260734,50,6838921,1
500,20260734,50,6934395,1
500,20260734,50,911980,1
500,20260734,50,927442,1
500,20260734,50,9342529,1
500,20260734,50,95614931,1
500,20260735,10,11225014,1
500,20260735,10,138754790,1
500,20260735,10,16563587,1
500,20260735,10,17165658,1
500,20260735,10,197814629,1
500,20260735,10,334274271,1
500,20260735,10,453068084,1
500,20260735,10,507775,1
500,20260735,10,60246359,1
500,20260735,10,6838921,1
500,20260735,20,11225014,1
500,20260735,20,130688011,1
500,20260735,20,138754790,1
500,20260735,20,156018,1
500,20260735,20,16563587,1
500,20260735,20,166515022,1
500,20260735,20,17165658,1
500,20260735,20,190416463,1
500,20260735,20,197814629,1
500,20260735,20,268163609,1
500,20260735,20,302827809,1
500,20260735,20,334274271,1
500,20260735,20,358917318,1
500,20260735,20,388946490,1
500,20260735,20,41986369,1
500,20260735,20,453068084,1
500,20260735,20,507775,1
500,20260735,20,60246359,1
500,20260735,20,6838921,1
500,20260735,20,6934395,1
500,20260735,50,105944401,1
500,20260735,50,11008207,1
500,20260735,50,11225014,1
500,20260735,50,114619105,1
500,20260735,50,11695619,1
500,20260735,50,130688011,1
500,20260735,50,138754790,1
500,20260735,50,150954997,1
500,20260735,50,156018,1
500,20260735,50,16563587,1
500,20260735,50,166515022,1
500,20260735,50,17165658,1
500,20260735,50,190416463,1
500,20260735,50,197814629,1
500,20260735,50,19961085,1
500,20260735,50,20300177,1
500,20260735,50,20587599,1
500,20260735,50,208728772,1
500,20260735,50,23096959,1
500,20260735,50,23357588,1
500,20260735,50,268163609,1
500,20260735,50,302827809,1
500,20260735,50,334274271,1
500,20260735,50,341631350,1
500,20260735,50,351806852,1
500,20260735,50,357707809,1
500,20260735,50,358917318,1
500,20260735,50,3786237,1
500,20260735,50,385634291,1
500,20260735,50,388946490,1
500,20260735,50,41986369,1
500,20260735,50,422821402,1
500,20260735,50,453068084,1
500,20260735,50,480217156,1
500,20260735,50,49876476,1
500,20260735,50,507775,1
500,20260735,50,510607652,1
500,20260735,50,51905353,1
500,20260735,50,52855516,1
500,20260735,50,5349565,1
500,20260735,50,546206616,1
500,20260735,50,60246359,1
500,20260735,50,619008516,1
500,20260735,50,6358188,1
500,20260735,50,6838921,1
500,20260735,50,6934395,1
500,20260735,50,75425073,1
500,20260735,50,927442,1
500,20260735,50,9342529,1
500,20260735,50,99919302,1
500,20260736,10,11225014,1
500,20260736,10,138754790,1
500,20260736,10,16563587,1
500,20260736,10,17165658,1
500,20260736,10,334274271,1
500,20260736,10,358917318,1
500,20260736,10,453068084,1
500,20260736,10,507775,1
